path,foundType,descriptiveType,unique,default,description,choices,regex
data/tweet.js:$[*].tweet.display_text_range,list,None,None,None,None,None,None
data/tweet.js:$[*].tweet.display_text_range[*],str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.favorite_count,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.in_reply_to_status_id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.in_reply_to_user_id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.truncated,bool,None,None,None,None,None,None
data/tweet.js:$[*].tweet.retweet_count,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.in_reply_to_status_id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.created_at,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.favorited,bool,None,None,None,None,None,None
data/tweet.js:$[*].tweet.full_text,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.lang,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.in_reply_to_screen_name,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.in_reply_to_user_id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.possibly_sensitive,bool,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media,list,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*],dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].expanded_url,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].source_status_id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].indices,list,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].indices[*],str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].url,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].media_url,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.aspect_ratio,list,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.aspect_ratio[*],str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.duration_millis,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.variants,list,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.variants[*],dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.variants[*].bitrate,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.variants[*].content_type,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].video_info.variants[*].url,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].source_user_id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].additional_media_info,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].additional_media_info.monetizable,bool,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].additional_media_info.title,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].additional_media_info.description,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].additional_media_info.embeddable,bool,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].id,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].media_url_https,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].source_user_id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.thumb,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.thumb.w,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.thumb.h,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.thumb.resize,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.medium,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.medium.w,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.medium.h,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.medium.resize,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.small,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.small.w,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.small.h,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.small.resize,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.large,dict,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.large.w,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.large.h,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].sizes.large.resize,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].type,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].source_status_id_str,str,None,None,None,None,None,None
data/tweet.js:$[*].tweet.extended_entities.media[*].display_url,str,None,None,None,None,None,None
data/tweetdeck.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/user-link-clicks.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/user-link-clicks.js:$[*],dict,None,None,None,None,None,None
data/user-link-clicks.js:$[*].userInteractionsData,dict,None,None,None,None,None,None
data/user-link-clicks.js:$[*].userInteractionsData.linkClick,dict,None,None,None,None,None,None
data/user-link-clicks.js:$[*].userInteractionsData.linkClick.tweetId,str,None,None,None,Unique identifier for the Tweet the user clicked on when using Twitter on iOS or Android.,None,None
data/user-link-clicks.js:$[*].userInteractionsData.linkClick.finalUrl,str,None,None,None,URL indicating where the Tweet linked to off Twitter.,None,None
data/user-link-clicks.js:$[*].userInteractionsData.linkClick.timeStampOfInteraction,str,None,None,None,Date and time of when the click occured. This file includes 30 days of data from the time the archive was generated.,None,None
data/verified.js:$,RootNode,None,N/A,N/A,None,N/A,N/A
data/verified.js:$[*],dict,None,None,None,None,None,None
data/verified.js:$[*].verified,dict,None,None,None,None,None,None
data/verified.js:$[*].verified.accountId,str,https://schema.org/identifier,None,None,Unique identifier for the account.,None,None
data/verified.js:$[*].verified.verified,bool,None,None,None,Indicates whether the account is verified.,None,None
